P1,P2,class label
AF-Q3SZI4-F1.pdb,AF-Q8NB16-F1.pdb,1
AF-Q549N0-F1.pdb,AF-Q8NB16-F1.pdb,0
AF-Q6T310-F1.pdb,AF-Q8NB16-F1.pdb,1
AF-Q8IYU2-F1.pdb,AF-Q8NB16-F1.pdb,4
AF-Q8IYU2-F1.pdb,AF-Q8NB16-F1.pdb,0
AF-Q8TDC3-F1.pdb,AF-Q8NB16-F1.pdb,0
AF-Q8WV28-F1.pdb,AF-Q8NB16-F1.pdb,1
AF-Q8WV28-F1.pdb,AF-Q8NB16-F1.pdb,0
AF-Q92569-F1.pdb,AF-Q8NB16-F1.pdb,0
AF-Q92569-F1.pdb,AF-Q8NB16-F1.pdb,1
AF-Q92569-F1.pdb,AF-Q8NB16-F1.pdb,4
AF-Q96D21-F1.pdb,AF-Q8NB16-F1.pdb,1
AF-Q96L34-F1.pdb,AF-Q8NB16-F1.pdb,0
AF-Q99640-F1.pdb,AF-Q8NB16-F1.pdb,0
AF-Q99640-F1.pdb,AF-Q8NB16-F1.pdb,4
AF-Q9BPW5-F1.pdb,AF-Q8NB16-F1.pdb,1
AF-Q9H0C8-F1.pdb,AF-Q8NB16-F1.pdb,1
AF-Q9H628-F1.pdb,AF-Q8NB16-F1.pdb,1
AF-Q9Y272-F1.pdb,AF-Q8NB16-F1.pdb,1
AF-Q9Y2I7-F1.pdb,AF-Q8NB16-F1.pdb,0
AF-Q9Y572-F1.pdb,AF-Q8NB16-F1.pdb,0
AF-Q9Y572-F1.pdb,AF-Q8NB16-F1.pdb,3
AF-A0A024RBB6-F1.pdb,AF-Q8NB46-F1.pdb,4
AF-A0A024RBH0-F1.pdb,AF-Q8NB46-F1.pdb,4
AF-A8K2M0-F1.pdb,AF-Q8NB46-F1.pdb,3
AF-A8K2M0-F1.pdb,AF-Q8NB46-F1.pdb,2
AF-P35250-F1.pdb,AF-Q8NB46-F1.pdb,3
AF-P35250-F1.pdb,AF-Q8NB46-F1.pdb,2
AF-P35250-F1.pdb,AF-Q8NB46-F1.pdb,5
AF-P48556-F1.pdb,AF-Q8NB46-F1.pdb,2
AF-P48556-F1.pdb,AF-Q8NB46-F1.pdb,3
AF-Q00534-F1.pdb,AF-Q8NB46-F1.pdb,4
AF-A0A024R7G2-F1.pdb,AF-Q8NB66-F1.pdb,2
AF-A0A024R7G2-F1.pdb,AF-Q8NB66-F1.pdb,1
AF-A0A024R7I7-F1.pdb,AF-Q8NB66-F1.pdb,2
AF-A0A024R7I7-F1.pdb,AF-Q8NB66-F1.pdb,1
AF-A0A024RBE9-F1.pdb,AF-Q8NB66-F1.pdb,1
AF-P61264-F1.pdb,AF-Q8NB66-F1.pdb,5
AF-P61264-F1.pdb,AF-Q8NB66-F1.pdb,1
AF-P61264-F1.pdb,AF-Q8NB66-F1.pdb,3
AF-Q15836-F1.pdb,AF-Q8NB66-F1.pdb,1
AF-Q15836-F1.pdb,AF-Q8NB66-F1.pdb,5
AF-Q15836-F1.pdb,AF-Q8NB66-F1.pdb,3
AF-Q15836-F1.pdb,AF-Q8NB66-F1.pdb,2
AF-Q16623-F1.pdb,AF-Q8NB66-F1.pdb,1
AF-Q16623-F1.pdb,AF-Q8NB66-F1.pdb,2
AF-A4D2J0-F1.pdb,AF-Q8NB90-F1.pdb,2
AF-A8K2M0-F1.pdb,AF-Q8NB90-F1.pdb,3
AF-O15155-F1.pdb,AF-Q8NB90-F1.pdb,2
AF-Q14154-F1.pdb,AF-Q8NB90-F1.pdb,2
AF-Q14154-F1.pdb,AF-Q8NB90-F1.pdb,5
AF-Q14154-F1.pdb,AF-Q8NB90-F1.pdb,3
AF-Q15833-F1.pdb,AF-Q8NB90-F1.pdb,2
AF-Q15836-F1.pdb,AF-Q8NB90-F1.pdb,3
AF-Q15836-F1.pdb,AF-Q8NB90-F1.pdb,5
AF-Q15836-F1.pdb,AF-Q8NB90-F1.pdb,2
AF-Q5RC74-F1.pdb,AF-Q8NB90-F1.pdb,5
AF-Q5RC74-F1.pdb,AF-Q8NB90-F1.pdb,2
AF-Q5RC74-F1.pdb,AF-Q8NB90-F1.pdb,3
AF-Q96DZ1-F1.pdb,AF-Q8NB90-F1.pdb,3
AF-Q96DZ1-F1.pdb,AF-Q8NB90-F1.pdb,5
AF-Q96DZ1-F1.pdb,AF-Q8NB90-F1.pdb,2
AF-Q9P0N8-F1.pdb,AF-Q8NB90-F1.pdb,3
AF-A0A024RBG7-F1.pdb,AF-Q8NBB4-F1.pdb,1
AF-O95631-F1.pdb,AF-Q8NBI3-F1.pdb,3
AF-Q02809-F1.pdb,AF-Q8NBJ5-F1.pdb,3
AF-A0A024R809-F1.pdb,AF-Q8NBK3-F1.pdb,4
AF-A0A024RAJ9-F1.pdb,AF-Q8NBK3-F1.pdb,4
AF-A0A024RBC5-F1.pdb,AF-Q8NBK3-F1.pdb,4
AF-P08842-F1.pdb,AF-Q8NBK3-F1.pdb,2
AF-P08842-F1.pdb,AF-Q8NBK3-F1.pdb,4
AF-P34059-F1.pdb,AF-Q8NBK3-F1.pdb,4
AF-K7PPU3-F1.pdb,AF-Q8NBL1-F1.pdb,6
AF-P01133-F1.pdb,AF-Q8NBL1-F1.pdb,0
AF-Q13103-F1.pdb,AF-Q8NBM8-F1.pdb,5
AF-P02741-F1.pdb,AF-Q8NBP7-F1.pdb,1
AF-Q13490-F1.pdb,AF-Q8NBP7-F1.pdb,0
AF-Q5R6U3-F1.pdb,AF-Q8NBP7-F1.pdb,6
AF-A0A024RBG7-F1.pdb,AF-Q8NC26-F1.pdb,1
AF-A0A024R1Z1-F1.pdb,AF-Q8NC42-F1.pdb,5
AF-A0A024R1Z1-F1.pdb,AF-Q8NC42-F1.pdb,2
AF-A0A024R1Z1-F1.pdb,AF-Q8NC42-F1.pdb,3
AF-A0A024RA90-F1.pdb,AF-Q8NC42-F1.pdb,2
AF-O00178-F1.pdb,AF-Q8NC42-F1.pdb,3
AF-Q2I0M5-F1.pdb,AF-Q8NC42-F1.pdb,2
AF-Q9GZN1-F1.pdb,AF-Q8NC60-F1.pdb,3
AF-Q9Y3I0-F1.pdb,AF-Q8NCA5-F1.pdb,3
AF-P19957-F1.pdb,AF-Q8NCE2-F1.pdb,0
AF-Q5R1V9-F1.pdb,AF-Q8NCH0-F1.pdb,2
AF-A0A024R713-F1.pdb,AF-Q8NCN5-F1.pdb,2
AF-A0A024R713-F1.pdb,AF-Q8NCN5-F1.pdb,3
AF-P00390-F1.pdb,AF-Q8NCN5-F1.pdb,2
AF-O75581-F1.pdb,AF-Q8NCW0-F1.pdb,4
AF-P56704-F1.pdb,AF-Q8NCW0-F1.pdb,4
AF-Q12774-F1.pdb,AF-Q8NCW0-F1.pdb,1
AF-P19438-F1.pdb,AF-Q8ND90-F1.pdb,3
AF-A0A024R1K9-F1.pdb,AF-Q8NDI1-F1.pdb,5
AF-A0A024R1K9-F1.pdb,AF-Q8NDI1-F1.pdb,2
AF-A0A024R1K9-F1.pdb,AF-Q8NDI1-F1.pdb,3
AF-A0A024RB31-F1.pdb,AF-Q8NDI1-F1.pdb,2
AF-A0A024RB31-F1.pdb,AF-Q8NDI1-F1.pdb,3
AF-A0A024RB31-F1.pdb,AF-Q8NDI1-F1.pdb,5
AF-P16144-F1.pdb,AF-Q8NDI1-F1.pdb,3
AF-P18206-F1.pdb,AF-Q8NDI1-F1.pdb,3
AF-Q01449-F1.pdb,AF-Q8NDI1-F1.pdb,2
AF-Q15654-F1.pdb,AF-Q8NDI1-F1.pdb,3
AF-Q5RC34-F1.pdb,AF-Q8NDI1-F1.pdb,2
AF-Q866X0-F1.pdb,AF-Q8NDI1-F1.pdb,5
AF-Q866X0-F1.pdb,AF-Q8NDI1-F1.pdb,3
AF-Q866X0-F1.pdb,AF-Q8NDI1-F1.pdb,2
AF-Q8N3F8-F1.pdb,AF-Q8NDI1-F1.pdb,3
AF-Q9BUA6-F1.pdb,AF-Q8NDI1-F1.pdb,2
AF-A0A024R0Q7-F1.pdb,AF-Q8NDN9-F1.pdb,2
AF-A0A140VJS0-F1.pdb,AF-Q8NDN9-F1.pdb,2
AF-P57740-F1.pdb,AF-Q8NDN9-F1.pdb,1
AF-Q8WUM0-F1.pdb,AF-Q8NDN9-F1.pdb,1
AF-Q9BW27-F1.pdb,AF-Q8NDN9-F1.pdb,1
AF-A0A024RBG7-F1.pdb,AF-Q8NDP4-F1.pdb,1
AF-A1LQ23-F1.pdb,AF-Q8NDV2-F1.pdb,1
AF-F1T0G5-F1.pdb,AF-Q8NDV2-F1.pdb,1
AF-P09471-F1.pdb,AF-Q8NDV2-F1.pdb,1
AF-P19086-F1.pdb,AF-Q8NDV2-F1.pdb,1
AF-P19087-F1.pdb,AF-Q8NDV2-F1.pdb,1
AF-P29992-F1.pdb,AF-Q8NDV2-F1.pdb,1
AF-P36575-F1.pdb,AF-Q8NDV2-F1.pdb,0
AF-Q5RCR4-F1.pdb,AF-Q8NDV2-F1.pdb,0
AF-Q5RCR4-F1.pdb,AF-Q8NDV2-F1.pdb,4
AF-Q9HAV0-F1.pdb,AF-Q8NDV2-F1.pdb,1
AF-A0A024R1C8-F1.pdb,AF-Q8NDX1-F1.pdb,2
AF-A0A024R1C8-F1.pdb,AF-Q8NDX1-F1.pdb,5
AF-A0A024R1C8-F1.pdb,AF-Q8NDX1-F1.pdb,3
AF-A0A024R5Y3-F1.pdb,AF-Q8NDX1-F1.pdb,2
AF-A0A024R9R2-F1.pdb,AF-Q8NDX1-F1.pdb,2
AF-A4D0Z3-F1.pdb,AF-Q8NDX1-F1.pdb,5
AF-A4D0Z3-F1.pdb,AF-Q8NDX1-F1.pdb,2
AF-A4D0Z3-F1.pdb,AF-Q8NDX1-F1.pdb,3
AF-O75628-F1.pdb,AF-Q8NDX1-F1.pdb,2
AF-O75628-F1.pdb,AF-Q8NDX1-F1.pdb,5
AF-O75628-F1.pdb,AF-Q8NDX1-F1.pdb,3
AF-P11233-F1.pdb,AF-Q8NDX1-F1.pdb,2
AF-P11233-F1.pdb,AF-Q8NDX1-F1.pdb,5
AF-P11233-F1.pdb,AF-Q8NDX1-F1.pdb,3
AF-Q96D21-F1.pdb,AF-Q8NDX1-F1.pdb,3
AF-Q96D21-F1.pdb,AF-Q8NDX1-F1.pdb,2
AF-Q96D21-F1.pdb,AF-Q8NDX1-F1.pdb,5
AF-O95067-F1.pdb,AF-Q8NE35-F1.pdb,0
AF-P42262-F1.pdb,AF-Q8NE35-F1.pdb,6
AF-P53350-F1.pdb,AF-Q8NE35-F1.pdb,0
AF-Q96KG7-F1.pdb,AF-Q8NE35-F1.pdb,6
AF-A0A024RBG7-F1.pdb,AF-Q8NE65-F1.pdb,1
AF-Q15836-F1.pdb,AF-Q8NE79-F1.pdb,3
AF-A0A024QZF2-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024R0Y6-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024R1C8-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024R1C8-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-A0A024R1P2-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024R4L1-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-A0A024R5Y3-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024R5Z8-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024R7V6-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024R807-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-A0A024R807-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-A0A024R807-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024R807-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-A0A024R8D6-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-A0A024R8D6-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-A0A024R9R2-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024RAR2-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-A0A024RAT4-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024RB87-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A024RBC1-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-A0A090N900-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A0A0S2Z3H1-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-A0A140VJW0-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-A0A140VJW0-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-A0A7U3JVZ9-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-A0A7U3L649-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-A4D0Z3-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-A4D0Z3-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-B0LPE5-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-B0LPE5-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-B0LPE5-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-B1AHB0-F1.pdb,AF-Q8NEB9-F1.pdb,2
AF-G4XH65-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-K7PPA8-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-L7RRS6-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-L7RTI5-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-L7RTI5-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-O43264-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-O60516-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-O75582-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-O75582-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-O75582-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-O75582-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-O75628-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-O75628-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-O94805-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-P01116-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P05129-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-P05129-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-P05129-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-P10114-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P11233-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P11233-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-P16871-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-P17081-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P23443-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P23443-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-P23443-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-P23443-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-P28562-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-P35250-F1.pdb,AF-Q8NEB9-F1.pdb,2
AF-P35250-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P35250-F1.pdb,AF-Q8NEB9-F1.pdb,5
AF-P35250-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-P35568-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-P38935-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-P38935-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P40616-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P42574-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-P49815-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P60519-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P62070-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q04759-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-Q04759-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q04759-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-Q13115-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q14565-F1.pdb,AF-Q8NEB9-F1.pdb,5
AF-Q14565-F1.pdb,AF-Q8NEB9-F1.pdb,2
AF-Q14565-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-Q16594-F1.pdb,AF-Q8NEB9-F1.pdb,2
AF-Q5RD73-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q5VZP5-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q6T310-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q76I76-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q7Z333-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q7Z333-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-Q7Z333-F1.pdb,AF-Q8NEB9-F1.pdb,2
AF-Q8IYD8-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-Q8TDY2-F1.pdb,AF-Q8NEB9-F1.pdb,2
AF-Q92569-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q96D21-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-Q96D21-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q9BPW5-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q9BV47-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q9BXT6-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-Q9H1K0-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q9H628-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q9HBL0-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q9NY57-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q9NY57-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-Q9NY57-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-Q9UBS0-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-Q9UBS0-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-Q9UK32-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-Q9UK32-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q9UK32-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-Q9UK32-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q9Y216-F1.pdb,AF-Q8NEB9-F1.pdb,3
AF-Q9Y243-F1.pdb,AF-Q8NEB9-F1.pdb,0
AF-Q9Y243-F1.pdb,AF-Q8NEB9-F1.pdb,4
AF-Q9Y243-F1.pdb,AF-Q8NEB9-F1.pdb,6
AF-Q9Y272-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-Q9Y4R8-F1.pdb,AF-Q8NEB9-F1.pdb,1
AF-P22460-F1.pdb,AF-Q8NEC5-F1.pdb,1
AF-P51787-F1.pdb,AF-Q8NEC5-F1.pdb,3
AF-P51787-F1.pdb,AF-Q8NEC5-F1.pdb,1
AF-Q4R589-F1.pdb,AF-Q8NEC5-F1.pdb,3
AF-Q96P56-F1.pdb,AF-Q8NEC5-F1.pdb,6
AF-Q96RP8-F1.pdb,AF-Q8NEC5-F1.pdb,1
AF-Q9NSA2-F1.pdb,AF-Q8NEC5-F1.pdb,1
AF-A0A024R1Z1-F1.pdb,AF-Q8NEG5-F1.pdb,3
AF-A0A024R1Z1-F1.pdb,AF-Q8NEG5-F1.pdb,2
AF-A0A024R1Z1-F1.pdb,AF-Q8NEG5-F1.pdb,5
AF-A0A024RA90-F1.pdb,AF-Q8NEG5-F1.pdb,2
AF-O00178-F1.pdb,AF-Q8NEG5-F1.pdb,3
AF-Q2I0M5-F1.pdb,AF-Q8NEG5-F1.pdb,2
AF-A0A024RBG7-F1.pdb,AF-Q8NEM1-F1.pdb,1
AF-P60569-F1.pdb,AF-Q8NEM2-F1.pdb,1
AF-A0A024R7N8-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-A0A024RB20-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-A4D1W7-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-A5YM40-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-O14793-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-O15105-F1.pdb,AF-Q8NER5-F1.pdb,0
AF-O15105-F1.pdb,AF-Q8NER5-F1.pdb,4
AF-O15105-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-O43541-F1.pdb,AF-Q8NER5-F1.pdb,0
AF-O75610-F1.pdb,AF-Q8NER5-F1.pdb,4
AF-O95972-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-P03971-F1.pdb,AF-Q8NER5-F1.pdb,2
AF-P03971-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-P05111-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-P12644-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-P27037-F1.pdb,AF-Q8NER5-F1.pdb,0
AF-P55107-F1.pdb,AF-Q8NER5-F1.pdb,2
AF-P55107-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-Q14004-F1.pdb,AF-Q8NER5-F1.pdb,3
AF-Q15796-F1.pdb,AF-Q8NER5-F1.pdb,0
AF-Q15796-F1.pdb,AF-Q8NER5-F1.pdb,4
AF-Q15796-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-Q15797-F1.pdb,AF-Q8NER5-F1.pdb,0
AF-Q8IYU2-F1.pdb,AF-Q8NER5-F1.pdb,4
AF-Q8TDY2-F1.pdb,AF-Q8NER5-F1.pdb,3
AF-Q99988-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-Q9HAU4-F1.pdb,AF-Q8NER5-F1.pdb,4
AF-Q9UK05-F1.pdb,AF-Q8NER5-F1.pdb,1
AF-P46531-F1.pdb,AF-Q8NES3-F1.pdb,0
AF-P78412-F1.pdb,AF-Q8NES3-F1.pdb,6
AF-P78504-F1.pdb,AF-Q8NES3-F1.pdb,1
AF-Q04721-F1.pdb,AF-Q8NES3-F1.pdb,1
AF-Q04721-F1.pdb,AF-Q8NES3-F1.pdb,0
AF-Q9UM47-F1.pdb,AF-Q8NES3-F1.pdb,0
AF-Q5R1V9-F1.pdb,AF-Q8NET6-F1.pdb,2
AF-B2CIS9-F1.pdb,AF-Q8NEU8-F1.pdb,2
AF-A0A024R1K9-F1.pdb,AF-Q8NEV4-F1.pdb,3
AF-A0A024R1P2-F1.pdb,AF-Q8NEV4-F1.pdb,1
AF-A0A024R9R2-F1.pdb,AF-Q8NEV4-F1.pdb,1
AF-A0A024R9R2-F1.pdb,AF-Q8NEV4-F1.pdb,2
AF-A0A024RB31-F1.pdb,AF-Q8NEV4-F1.pdb,3
AF-A0A384NY64-F1.pdb,AF-Q8NEV4-F1.pdb,0
AF-O14950-F1.pdb,AF-Q8NEV4-F1.pdb,0
AF-O94805-F1.pdb,AF-Q8NEV4-F1.pdb,3
AF-P10916-F1.pdb,AF-Q8NEV4-F1.pdb,0
AF-P16144-F1.pdb,AF-Q8NEV4-F1.pdb,3
AF-P16144-F1.pdb,AF-Q8NEV4-F1.pdb,5
AF-P16144-F1.pdb,AF-Q8NEV4-F1.pdb,2
AF-P17081-F1.pdb,AF-Q8NEV4-F1.pdb,1
AF-P26012-F1.pdb,AF-Q8NEV4-F1.pdb,2
AF-P35579-F1.pdb,AF-Q8NEV4-F1.pdb,3
AF-Q01449-F1.pdb,AF-Q8NEV4-F1.pdb,0
AF-Q5RC34-F1.pdb,AF-Q8NEV4-F1.pdb,0
AF-Q5S007-F1.pdb,AF-Q8NEV4-F1.pdb,0
AF-Q866X0-F1.pdb,AF-Q8NEV4-F1.pdb,3
AF-Q9BUA6-F1.pdb,AF-Q8NEV4-F1.pdb,0
AF-Q9NYR8-F1.pdb,AF-Q8NEX9-F1.pdb,3
AF-P22670-F1.pdb,AF-Q8NEY3-F1.pdb,6
AF-A0A024R683-F1.pdb,AF-Q8NEY4-F1.pdb,5
AF-A0A024R683-F1.pdb,AF-Q8NEY4-F1.pdb,3
AF-P30049-F1.pdb,AF-Q8NEY4-F1.pdb,3
AF-A0A024R1Z1-F1.pdb,AF-Q8NEZ5-F1.pdb,3
AF-A0A024R1Z1-F1.pdb,AF-Q8NEZ5-F1.pdb,5
AF-A0A024R1Z1-F1.pdb,AF-Q8NEZ5-F1.pdb,2
AF-A0A024R7C0-F1.pdb,AF-Q8NEZ5-F1.pdb,2
AF-A0A024R7C0-F1.pdb,AF-Q8NEZ5-F1.pdb,5
AF-A0A024RA90-F1.pdb,AF-Q8NEZ5-F1.pdb,2
AF-O94941-F1.pdb,AF-Q8NEZ5-F1.pdb,2
AF-Q08DK3-F1.pdb,AF-Q8NEZ5-F1.pdb,2
AF-Q08DK3-F1.pdb,AF-Q8NEZ5-F1.pdb,5
AF-Q9UNE7-F1.pdb,AF-Q8NEZ5-F1.pdb,2
AF-A0A024R1Z1-F1.pdb,AF-Q8NF64-F1.pdb,5
AF-A0A024R1Z1-F1.pdb,AF-Q8NF64-F1.pdb,3
AF-A0A024R1Z1-F1.pdb,AF-Q8NF64-F1.pdb,2
AF-A0A024RA90-F1.pdb,AF-Q8NF64-F1.pdb,2
AF-O94805-F1.pdb,AF-Q8NF64-F1.pdb,3
AF-P40763-F1.pdb,AF-Q8NF64-F1.pdb,4
AF-A0A024R1K9-F1.pdb,AF-Q8NFA0-F1.pdb,3
AF-A0A024R1K9-F1.pdb,AF-Q8NFA0-F1.pdb,2
AF-Q866X0-F1.pdb,AF-Q8NFA0-F1.pdb,2
AF-Q866X0-F1.pdb,AF-Q8NFA0-F1.pdb,3
AF-Q8WTQ7-F1.pdb,AF-Q8NFA0-F1.pdb,4
AF-A8K2M0-F1.pdb,AF-Q8NFD2-F1.pdb,3
AF-P48556-F1.pdb,AF-Q8NFD2-F1.pdb,3
AF-P48556-F1.pdb,AF-Q8NFD2-F1.pdb,2
AF-Q13087-F1.pdb,AF-Q8NFF5-F1.pdb,2
AF-Q99757-F1.pdb,AF-Q8NFF5-F1.pdb,2
AF-A0A024QZ70-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-A0A024R9K4-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-A0A140VJS0-F1.pdb,AF-Q8NFH4-F1.pdb,2
AF-A0A140VJS0-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-A8K031-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-O15504-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-O43264-F1.pdb,AF-Q8NFH4-F1.pdb,2
AF-O43264-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-O43264-F1.pdb,AF-Q8NFH4-F1.pdb,5
AF-O43264-F1.pdb,AF-Q8NFH4-F1.pdb,3
AF-P49790-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-P57740-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-Q0VCY7-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-Q13242-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-Q13247-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-Q15172-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-Q8NI27-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-Q8TEM1-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-Q8WUM0-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-Q96BT3-F1.pdb,AF-Q8NFH4-F1.pdb,1
AF-Q96BT3-F1.pdb,AF-Q8NFH4-F1.pdb,2
